 Lambda\Phi' ; 10 ° ; 15 ° ; 20 ° ; 25 ° ; 30 ° ; 35 ° ; 40 ° ; 45 ° 
 -25 ° ;1.950;3.000;5.000;8.700;16.600;35.000;85.000;245.000
 -30 ° ;1.950;3.100;5.200;9.400;18.600;41.000;104.000;310.000
 -35 ° ;1.940;3.200;5.500;10.200;20.500;47.000;125.000;400.000
 -40 ° ;1.920;3.200;5.700;11.000;23.000;55.000;150.000;490.000
 -45 ° ;1.880;3.300;6.000;11.900;26.000;63.000;181.000;620.000
 -50 ° ;1.820;3.300;6.200;12.800;29.000;73.000;220.000;780.000
 -55 ° ;1.760;3.300;6.500;13.800;32.000;85.000;265.000;990.000
 -60 ° ;1.680;3.300;6.700;14.800;36.000;99.000;320.000;  
 -65 ° ;1.590;3.200;6.900;16.000;40.000;114.000;380.000;  
 -70 ° ;1.480;3.200;7.100;17.200;45.000;132.000;460.000;  
 -75 ° ;1.360;3.100;7.300;18.400;50.000;154.000;550.000;  
 -80 ° ;1.220;3.000;7.500;19.700;56.000;178.000;670.000;  
 -85 ° ;1.060;2.900;7.700;21.000;62.000;210.000;810.000;  
 -90 ° ;  ;2.700;7.800;22.500;70.000;240.000;980.000;  
;;;;;;;;
 Lambda\Phi' ; 10 ° ; 15 ° ; 20 ° ; 25 ° ; 30 ° ; 35 ° ; 40 ° ; 45 ° 
 50 ° ;  ;1.160;1.470;1.920;2.600;3.600;5.500;8.900
 45 ° ;1.040;1.300;1.670;2.200;3.000;4.300;6.700;11.400
 40 ° ;1.150;1.440;1.870;2.500;3.500;5.200;8.200;14.300
 35 ° ;1.250;1.580;2.100;2.850;4.000;6.000;10.000;17.900
 30 ° ;1.340;1.730;2.300;3.200;4.600;7.100;12.000;22.500
 25 ° ;1.440;1.880;2.500;3.600;5.200;8.300;14.500;28.500
 20 ° ;1.520;2.000;2.750;4.000;6.000;9.700;17.500;36.000
 15 ° ;1.610;2.150;3.000;4.400;6.800;11.300;21.000;45.000
 10 ° ;1.680;2.300;3.300;4.900;7.700;13.200;25.500;57.000
 5 ° ;1.760;2.450;3.500;5.300;8.700;15.400;31.000;71.000
 0 ° ;1.820;2.550;3.800;5.900;9.800;18.000;36.000;89.000
 -5 ° ;1.870;2.700;4.000;6.400;11.100;21.000;45.000;113.000
 -10 ° ;1.910;2.800;4.300;7.000;12.400;24.500;54.000;142.000
 -15 ° ;1.940;2.900;4.600;7.700;13.900;28.000;65.000;178.000
 -20 ° ;1.960;3.000;4.800;8.300;15.600;33.000;78.000;225.000
 -25 ° ;1.970;3.100;5.100;9.100;17.600;38.000;94.000;280.000
 -30 ° ;1.970;3.200;5.400;9.800;19.600;44.000;115.000;360.000
 -35 ° ;1.960;3.200;5.600;10.600;22.000;51.000;138.000;450.000
 -40 ° ;1.940;3.300;5.900;11.500;24.500;59.000;166.000;560.000
 -45 ° ;1.900;3.300;6.100;12.400;27.000;68.000;200.000;710.000
 -50 ° ;1.840;3.300;6.400;13.300;30.000;80.000;240.000;900.000
 -55 ° ;1.780;3.300;6.600;14.400;34.000;92.000;290.000;  
 -60 ° ;1.700;3.300;6.900;15.400;38.000;106.000;350.000;  
 -65 ° ;1.610;3.300;7.100;16.000;42.000;124.000;420.000;  
 -70 ° ;1.500;3.200;7.300;17.800;47.000;143.000;510.000;  
 -75 ° ;1.370;3.100;7.500;19.100;54.000;167.000;620.000;  
 -80 ° ;1.230;3.000;7.700;20.500;60.000;194.000;740.000;  
 -85 ° ;1.070;2.900;7.900;22.000;66.000;225.000;890.000;  
 -90 ° ;  ;2.800;8.000;23.500;74.000;260.000;  ;  
;;;;;;;;
 Lambda\Phi' ; 10 ° ; 15 ° ; 20 ° ; 25 ° ; 30 ° ; 35 ° ; 40 ° ; 45 ° 
 50 ° ;  ;1.220;1.580;2.100;2.900;4.300;6.700;11.600
 45 ° ;1.070;1.370;1.780;2.400;3.400;5.000;8.200;14.700
 40 ° ;1.180;1.510;2.000;2.700;3.900;6.000;10.000;18.400
 35 ° ;1.280;1.660;2.200;3.100;4.500;7.100;12.000;23.000
 30 ° ;1.380;1.800;2.450;3.500;5.100;8.300;14.500;29.000
 25 ° ;1.470;1.950;2.700;3.900;5.800;9.700;17.500;36.000
 20 ° ;1.560;2.100;2.950;4.300;6.600;11.300;21.000;46.000
 15 ° ;1.640;2.250;3.200;4.700;7.500;13.200;25.500;58.000
 10 ° ;1.720;2.400;3.400;5.200;8.600;15.300;31.000;73.000
 5 ° ;1.800;2.500;3.700;5.800;9.700;18.000;37.000;92.000
 0 ° ;1.860;2.650;4.000;6.300;10.900;20.500;45.000;115.000
 -5 ° ;1.900;2.800;4.200;6.900;12.300;24.000;54.000;146.000
 -10 ° ;1.940;2.900;4.500;7.600;13.700;28.000;65.000;183.000
 -15 ° ;1.980;3.000;4.800;8.300;15.400;32.000;79.000;230.000
 -20 ° ;2.000;3.100;5.100;9.000;17.300;38.000;95.000;291.000
 -25 ° ;2.000;3.200;5.400;9.700;19.400;44.000;115.000;360.000
 -30 ° ;2.000;3.300;5.600;10.500;22.000;50.000;139.000;460.000
 -35 ° ;1.990;3.300;5.900;11.400;24.000;58.000;167.000;580.000
 -40 ° ;1.970;3.400;6.200;12.300;27.000;68.000;200.000;730.000
 -45 ° ;1.920;3.400;6.500;13.300;30.000;78.000;240.000;920.000
 -50 ° ;1.860;3.400;6.700;14.300;34.000;91.000;290.000;  
 -55 ° ;1.800;3.400;7.000;15.400;38.000;106.000;350.000;  
 -60 ° ;1.720;3.400;7.200;16.600;42.000;123.000;420.000;  
 -65 ° ;1.630;3.400;7.500;17.300;47.000;143.000;510.000;  
 -70 ° ;1.520;3.300;7.700;19.200;53.000;165.000;620.000;  
 -75 ° ;1.390;3.200;7.900;20.500;59.000;192.000;740.000;  
 -80 ° ;1.250;3.100;8.100;22.000;66.000;220.000;890.000;  
 -85 ° ;1.090;3.000;8.300;23.500;73.000;260.000;  ;  
 -90 ° ;  ;2.850;8.400;25.500;82.000;300.000;  ;  
;;;;;;;;
 Lambda\Phi' ; 10 ° ; 15 ° ; 20 ° ; 25 ° ; 30 ° ; 35 ° ; 40 ° ; 45 ° 
 50 ° ;1.020;1.310;1.740;2.400;3.400;5.200;8.800;16.400
 45 ° ;1.120;1.460;1.960;2.700;4.000;6.200;10.700;21.000
 40 ° ;1.230;1.610;2.200;3.100;4.600;7.300;13.000;26.000
 35 ° ;1.330;1.760;2.400;3.500;5.200;8.700;15.500;33.000
 30 ° ;1.430;1.910;2.650;3.900;6.000;10.100;19.000;42.000
 25 ° ;1.520;2.050;2.900;4.300;6.800;11.800;23.000;52.000
 20 ° ;1.610;2.200;3.200;4.800;7.700;13.800;28.000;66.000
 15 ° ;1.700;2.350;3.400;5.300;8.700;16.000;33.000;82.000
 10 ° ;1.770;2.500;3.700;5.800;9.900;18.500;41.000;103.000
 5 ° ;1.850;2.650;4.000;6.400;11.200;21.500;48.000;130.000
 0 ° ;1.910;2.800;4.300;7.000;12.500;25.000;58.000;163.000
 -5 ° ;1.960;2.900;4.600;7.700;14.200;29.500;71.000;207.000
 -10 ° ;1.990;3.000;4.900;8.400;15.800;34.000;83.000;260.000
 -15 ° ;2.000;3.100;5.100;9.100;17.800;39.000;103.000;330.000
 -20 ° ;2.050;3.200;5.400;9.900;19.900;46.000;123.000;410.000
 -25 ° ;2.050;3.300;5.700;10.700;22.500;53.000;150.000;520.000
 -30 ° ;2.050;3.400;6.000;11.600;25.000;54.000;180.000;660.000
 -35 ° ;2.050;3.500;6.300;12.600;28.000;71.000;215.000;830.000
 -40 ° ;2.000;3.500;6.600;13.600;31.000;82.000;260.000;  
 -45 ° ;1.970;3.600;6.900;14.600;35.000;96.000;320.000;  
 -50 ° ;1.890;3.600;7.200;15.800;39.000;111.000;380.000;  
 -55 ° ;1.840;3.600;7.400;17.000;44.000;129.000;460.000;  
 -60 ° ;1.760;3.600;7.700;18.300;49.000;150.000;550.000;  
 -65 ° ;1.670;3.500;8.000;19.600;54.000;178.000;670.000;  
 -70 ° ;1.550;3.500;8.200;21.000;60.000;200.000;900.000;  
 -75 ° ;1.420;3.400;8.400;22.500;68.000;230.000;  ;  
 -80 ° ;1.270;3.300;8.600;24.500;76.000;270.000;  ;  
 -85 ° ;1.110;3.100;8.900;26.000;85.000;320.000;  ;  
 -90 ° ;  ;3.000;9.000;28.000;95.000;360.000;  ;  
